frame,landmark_id,x,y,z,visibility
0,0,0.5857080221176147,0.3439173102378845,-0.3156634271144867,0.9998323917388916
0,1,0.6084215641021729,0.3386240601539612,-0.3418370485305786,0.9995692372322083
0,2,0.6136914491653442,0.3399761915206909,-0.3420063257217407,0.9996167421340942
0,3,0.6190063953399658,0.3412224352359772,-0.3420869708061218,0.9995835423469543
0,4,0.5993396639823914,0.3359821140766144,-0.2821987569332123,0.9993259906768799
0,5,0.5980477333068848,0.3354351818561554,-0.28225570917129517,0.9991716146469116
0,6,0.5962705612182617,0.33485451340675354,-0.28218406438827515,0.9991533756256104
0,7,0.6370058059692383,0.3714672327041626,-0.3639332056045532,0.9998414516448975
0,8,0.6008291840553284,0.36855143308639526,-0.10064282268285751,0.9993867874145508
0,9,0.5907483100891113,0.35724639892578125,-0.318591833114624,0.999833345413208
0,10,0.5779691934585571,0.3536781966686249,-0.24285447597503662,0.9997950196266174
0,11,0.6223405599594116,0.41574451327323914,-0.4982384443283081,0.9999401569366455
0,12,0.5781005620956421,0.4082934260368347,0.1487458348274231,0.9998875856399536
0,13,0.579931378364563,0.4985215365886688,-0.5885895490646362,0.9877343773841858
0,14,0.5570007562637329,0.48992592096328735,0.21979166567325592,0.08283959329128265
0,15,0.5302454829216003,0.5821206569671631,-0.5269836187362671,0.9179282784461975
0,16,0.5375978946685791,0.5628896951675415,0.07613327354192734,0.1381950080394745
0,17,0.5295915007591248,0.6058111190795898,-0.590179443359375,0.8654141426086426
0,18,0.5285887718200684,0.5815958380699158,0.06439315527677536,0.14628064632415771
0,19,0.5238722562789917,0.6024141311645508,-0.5815579891204834,0.8612555861473083
0,20,0.5338603258132935,0.5835698843002319,0.016597295179963112,0.14778709411621094
0,21,0.5152914524078369,0.5988393425941467,-0.5193741917610168,0.8367742300033569
0,22,0.5386688113212585,0.5773929357528687,0.04968872293829918,0.14959362149238586
0,23,0.5544596910476685,0.576507568359375,-0.20037484169006348,0.9999879598617554
0,24,0.5367156863212585,0.5780606865882874,0.20031091570854187,0.9999972581863403
0,25,0.44658100605010986,0.6584140062332153,-0.30837681889533997,0.9034917950630188
0,26,0.4766242802143097,0.690389096736908,0.11307890713214874,0.6722424030303955
0,27,0.6617020964622498,0.6902626752853394,0.050141841173172,0.6028837561607361
0,28,0.5574188828468323,0.8031545281410217,0.20947439968585968,0.8158316612243652
0,29,0.6803156137466431,0.6907934546470642,0.08705716580152512,0.6342991590499878
0,30,0.571459949016571,0.8192294836044312,0.21203704178333282,0.7943434119224548
0,31,0.6562278866767883,0.7375467419624329,0.09805688261985779,0.7039225697517395
0,32,0.5036976933479309,0.8313385248184204,0.13355262577533722,0.8145645260810852
1,0,0.4968876540660858,0.31546643376350403,-0.044633761048316956,0.9998186826705933
1,1,0.5114282965660095,0.3045946955680847,-0.09338157624006271,0.9995698928833008
1,2,0.5151001214981079,0.304517924785614,-0.09344150871038437,0.9996175169944763
1,3,0.5192515850067139,0.304452508687973,-0.0935569480061531,0.9995887279510498
1,4,0.5101248621940613,0.3047770857810974,-0.02491799369454384,0.9992974400520325
1,5,0.5128142237663269,0.3047535717487335,-0.02502601593732834,0.9991376399993896
1,6,0.516254723072052,0.30461013317108154,-0.02508731558918953,0.9991360902786255
1,7,0.5495070815086365,0.31241899728775024,-0.22880913317203522,0.9998283982276917
1,8,0.5473484992980957,0.3116110563278198,0.07926025986671448,0.999355673789978
1,9,0.5079571008682251,0.32877397537231445,-0.08822979778051376,0.9998161196708679
1,10,0.5062005519866943,0.3285320997238159,0.0008479472598992288,0.9997336864471436
1,11,0.5760930180549622,0.37782207131385803,-0.4151364862918854,0.9999452233314514
1,12,0.5764870047569275,0.383962482213974,0.276069700717926,0.9998886585235596
1,13,0.5781416893005371,0.4852917492389679,-0.548934280872345,0.9877970814704895
1,14,0.5507049560546875,0.4727134108543396,0.3447822332382202,0.07940932363271713
1,15,0.5335239171981812,0.5736855268478394,-0.510816752910614,0.9196727871894836
1,16,0.4838622510433197,0.5326663255691528,0.24546344578266144,0.13267287611961365
1,17,0.5346593260765076,0.5967674255371094,-0.5711475014686584,0.8681128025054932
1,18,0.46396487951278687,0.5476396679878235,0.2559453248977661,0.14101150631904602
1,19,0.5254525542259216,0.5971354842185974,-0.5507052540779114,0.8644803762435913
1,20,0.45709866285324097,0.5491020083427429,0.19791705906391144,0.14240099489688873
1,21,0.5218892693519592,0.5912303328514099,-0.5005311965942383,0.8396245837211609
